Internal ID,CompanyName,SubsidiaryID,ParentID,ProfileID,AccountManagerID,CustomerSuccessManagerID,Inactive,Status,CustomerSince,DateCreated,FirstTransactionDate,LastCustomerActivityDate,LastSalesActivity,Address,Email,Division,Balance,DaysOverdue,OverdueBalance,City,Country,CountryCode,StateName,StateCode,ZipCode,PlatinumSupport,SubscriptionPricing,Taxable,AtRisk,BusinessSystem,Translator,NetworkStatus,Network,NetworkBillingPlan,NumberOfTradingPartners,EntityType,TaxItem,ResellerID,RevenueCohortSegment
21028373,"Evolution Electric Vehicles, Inc",1,,,18469073,,No,LEAD-Qualified,,5/15/2024 9:46 am,,6/5/2024,6/5/2024,,andy.t@evolutionelectricvehicle.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,,Not Deployed,Tc.net,,,End User,AVATAX,,
20548759,Evolutions Flooring,1,,,17175326,,No,PROSPECT-Quote,,1/16/2024 9:34 am,,3/11/2024,3/11/2024,Evolutions Flooring 400 Oyster Point Blvd South San Francisco CA 94080,cpang@evolutionsfloors.com,TC,.00,0,.00,South San Francisco,United States,US,California,CA,94080,No,Yes,Yes,No,QuickBooks Enterprise Solutions,TM SaaS,Not Deployed,Tc.net,,,End User,AVATAX,,
21167585,"eVolutive Apps, S.L.",1,,,,,No,LEAD-Bad Lead,,6/18/2024 7:45 am,,,,,carles@evolutive.co,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,,Not Deployed,Tc.net,,,End User,AVATAX,,
21168619,evolutive,59,,,19957041,,No,LEAD-Unqualified,,6/18/2024 10:43 am,,6/18/2024,6/18/2024,,carles@evolutive.co,TC,.00,0,.00,,,,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,,
20741724,Evotec International GmbH,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:44 am,,,,Evotec International GmbH Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
20630956,Evriholder Products LLC - TEST,1,,80740,20130873,,No,CUSTOMER-Closed Won,1/31/2024,1/30/2024 1:12 pm,2/4/2024,,,Evriholder Products LLC 1500 S Lewis St Anaheim CA 92805-6423,tonyh@evriholder.com,TC,.00,0,.00,Anaheim,United States,US,California,CA,92805-6423,No,No,Yes,No,NetSuite,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN - Subscription,32,End User,AVATAX,,
20630652,EvvGo,1,,,,,No,LEAD-Nurturing,,1/30/2024 12:18 pm,,,,,panij54111@evvgo.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,,Not Deployed,Tc.net,,,End User,AVATAX,,
20741294,EWIKON HeiÃƒÅ¸kanalsysteme GmbH,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:39 am,,,,EWIKON HeiÃƒÅ¸kanalsysteme GmbH Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
20740646,EWM GmbH,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:31 am,,,,EWM GmbH Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
20793322,Exalt Printing,1,,,,,No,LEAD-Nurturing,,3/22/2024 3:37 pm,,,,,robert.elder@exaltprinting.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,All Other Packages,,Not Deployed,Tc.net,,,End User,AVATAX,,
21147668,EXCELDOR COOPÉRATIVE TEST,1,,81972,,,No,CUSTOMER-Closed Won,6/12/2024,6/12/2024 9:37 am,,,,EXCELDOR COOPÉRATIVE TEST 123 Some Street Tampa Bay FL 33606,,TC,.00,0,.00,Tampa Bay,United States,US,Florida,FL,33606,No,No,Yes,No,All Other Packages,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,,End User,AVATAX,,
20702107,ExceleratedS2P,34,,,,,No,CUSTOMER-Closed Won,,2/22/2024 2:22 pm,,5/10/2024,5/10/2024,,info@excelerateds2p.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,SAP S4/HANA,OneTime 5.0,Not Deployed,,,,Reseller,,,
21032810,Excellence Virtual Administrative Services,1,,,,,No,LEAD-Nurturing,,5/16/2024 11:08 am,,6/5/2024,6/5/2024,,admin@excellenceservices.org,TC,.00,0,.00,,,,,,,No,No,Yes,No,Microsoft Dynamics 365 for Operations,,Not Deployed,Tc.net,,,End User,AVATAX,,
20880613,Exceptional Concepts,1,,81528,20285237,,No,CUSTOMER-Closed Won,4/29/2024,4/17/2024 11:58 am,,4/29/2024,4/29/2024,Exceptional Concepts 800 3rd Ave suite A1647 New York NY 10022,ak@exceptionalconcepts.net,TC,.00,0,.00,New York,United States,US,New York,NY,10022,No,Yes,Yes,No,QuickBooks Online,TM SaaS,Activated,Tc.net,"Standard - 1,000 Annual Entitlement",1,End User,AVATAX,,
21169651,Exco Engineering,1,,,20658670,,No,LEAD-Qualified,,6/18/2024 1:57 pm,,,,,owenm@excoeng.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,TrueAuto,Not Deployed,Tc.net,,,End User,AVATAX,,
21169753,Exco Technologies,55,,,20658670,,No,LEAD-Suspect,,6/18/2024 2:03 pm,,,,,mposno@excocorp.com,DIC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,TrueAuto,Not Deployed,,,,End User,AVATAX,,
21036083,Exedy Clutch Europe,55,,,18254987,,No,LEAD-Qualified,,5/17/2024 9:05 am,,,,,martinblaha@mbtradehouseltd.co.uk,DIC,.00,0,.00,,,,,,,No,No,Yes,No,Microsoft Dynamics 365 Business Central,TrueAuto,Not Deployed,,,,End User,AVATAX,20702412,
21046750,Exedy Clutch Europe,34,,,3204603,,No,LEAD-Qualified,,5/21/2024 9:31 am,,,,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,20702412,
20868459,Exelegent,1,,,,,No,CUSTOMER-Closed Won,,4/15/2024 8:51 am,,4/15/2024,4/15/2024,Exelegent 4321 Piedmont Pkwy Greensboro NC 27410,william.vargas@exelegent.com,TC,.00,0,.00,Greensboro,United States,US,North Carolina,NC,27410,No,No,Yes,No,Microsoft Dynamics 365 Business Central,,Not Deployed,,,,Reseller,AVATAX,,
20969601,Exeqwork Gmbh,59,,,19102146,,No,CUSTOMER-Closed Won,,5/3/2024 8:27 am,,5/3/2024,5/3/2024,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,,,Not Deployed,,,,Reseller,,,
20741066,Exertis Hammer,34,,,,,No,LEAD-Unqualified,,3/7/2024 12:36 am,,,,Exertis Hammer United Kingdom,,TC,.00,0,.00,,United Kingdom,GB,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,,
20701093,Exertis UK,34,,,,,No,CUSTOMER-Closed Won,,2/22/2024 2:16 pm,,,,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,SAP,OneTime 5.0,Not Deployed,,,,,,,
20834619,EXFO INC.,1,,81310,19826326,,No,CUSTOMER-Closed Won,6/18/2009,4/3/2024 10:22 pm,5/15/2024,,,"Comptes à payer EXFO INC. 400, avenue Godin Québec Québec G1M2K2 Canada",brandon.price@truecommerce.com,TC,.00,0,.00,Québec,Canada,CA,Québec,Québec,G1M2K2,No,No,Yes,No,All Other Packages,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,6,End User,-Not Taxable-,,
20834619,EXFO INC.,1,,81310,19826326,,No,CUSTOMER-Closed Won,6/18/2009,4/3/2024 10:22 pm,5/15/2024,,,"400 Godin Ave Quebec, Quebec G1M 2K2 Canada",brandon.price@truecommerce.com,TC,.00,0,.00,,United States,US,,,,No,No,Yes,No,All Other Packages,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,6,End User,-Not Taxable-,,
20834619,EXFO INC.,1,,81310,19826326,,No,CUSTOMER-Closed Won,6/18/2009,4/3/2024 10:22 pm,5/15/2024,,,Exfo,brandon.price@truecommerce.com,TC,.00,0,.00,,United States,US,,,,No,No,Yes,No,All Other Packages,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,6,End User,-Not Taxable-,,
20797401,Exkaliber Global,1,,,,,No,LEAD-Nurturing,,3/25/2024 11:18 am,,3/27/2024,3/27/2024,,autumn@exkaliber.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,All Other Packages,,Not Deployed,Tc.net,,,End User,AVATAX,,
20737623,Exorc Logistics,1,,,,,No,LEAD-Nurturing,,3/6/2024 10:15 am,,,,,whitepapers.exorcist635@passinbox.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,QuickBooks Pro,,Not Deployed,Tc.net,,,End User,AVATAX,,
20551883,Exotic Snacks AB,18,,,,,No,CUSTOMER-Closed Won,,1/16/2024 3:27 pm,,,,Exotic Snacks AB Sweden,,TC,.00,0,.00,,Sweden,SE,,,,No,No,Yes,No,,Network Only,Not Deployed,,,,,,,
21043240,Expeditors International GmbH,59,,,,,No,LEAD-Unqualified,,5/20/2024 2:05 pm,,,,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,,
20935174,Experlogix,34,,,,,No,CUSTOMER-Closed Won,,4/25/2024 9:55 am,,4/29/2024,4/29/2024,,info@experlogix.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,Microsoft Dynamics 365 Business Central,OneTime 5.0,Not Deployed,,,,Reseller,,,
20935386,Expert One cst,34,,,,,No,CUSTOMER-Closed Won,,4/25/2024 10:03 am,,4/29/2024,4/29/2024,,info@expertone.es,TC,.00,0,.00,,,,,,,No,No,Yes,No,SAP Business One,OneTime 5.0,Not Deployed,,,,Reseller,,,
21047487,eXpert Services Group,1,,,,,No,LEAD-Nurturing,,5/21/2024 11:03 am,,,,,Brian@xsg.llc,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,,Not Deployed,Tc.net,,,End User,AVATAX,,
20741096,EXPERT TOOLING & AUTOMATION LIMITED,34,,,,,No,LEAD-Unqualified,,3/7/2024 12:36 am,,,,EXPERT TOOLING & AUTOMATION LIMITED United Kingdom,,TC,.00,0,.00,,United Kingdom,GB,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,,
20619554,Beam Nutrition,1,17158807,80721,17529268,,No,CUSTOMER-Closed Won,1/26/2024,1/26/2024 10:48 am,6/29/2021,,,Beam Nutrition 3033 W. Peoria Ave. Phoenix AZ 85029,samantha.jager@truecommerce.com,TC,.00,0,.00,Phoenix,United States,US,Arizona,AZ,85029,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20777759,Dakota Biotech (Do not use),1,17158807,81291,17529268,,No,CUSTOMER-Closed Won,3/20/2024,3/19/2024 10:33 am,6/29/2021,,,Dakota Biotech 6935 15th St E Suite 102 Sarasota FL 34243,abuckley@dakotabiotech.com,TC,396.26,83,396.26,Sarasota,United States,US,Florida,FL,34243,No,No,Yes,No,Shopify,TM SaaS,Not Deployed,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
21060139,EThirteen,1,17158807,81804,18526183,,No,CUSTOMER-Closed Won,5/29/2024,5/23/2024 4:32 pm,6/29/2021,,,EThirteen 1445 Technology Ln Suite A9 Petaluma CA 94954,,TC,.00,0,.00,Petaluma,United States,US,California,CA,94954,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20619444,Genepro Protein,1,17158807,80720,17529268,,No,CUSTOMER-Closed Won,1/26/2024,1/26/2024 10:33 am,6/29/2021,,,Genepro Protein 404 E. Chatham Street Unit D Cary NC 27502,bparks@geneproprotein.net,TC,.00,0,.00,Cary,United States,US,North Carolina,NC,27502,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20619435,Golf Forever,1,17158807,80719,17529268,,No,CUSTOMER-Closed Won,1/29/2024,1/26/2024 10:20 am,6/29/2021,,,Golf Forever 12155 W. Center Road E 68144 Omaha NE 68144,matthew.rainbow@golfforever.com,TC,.00,0,.00,Omaha,United States,US,Nebraska,NE,68144,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20849478,Live P.S. (Dakota Biotech),1,17158807,81353,18526183,,No,CUSTOMER-Closed Won,4/11/2024,4/9/2024 8:28 am,6/29/2021,,,Live P.S. (Dakota Biotech) 6935 15th St E Suite 10  Sarasota FL 34243,abuckley@dakotabiotech.com,TC,.00,0,.00,Sarasota,United States,US,Florida,FL,34243,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20831234,Live P.S.,1,17158807,81292,18526183,,No,CUSTOMER-Closed Won,4/3/2024,4/3/2024 9:30 am,6/29/2021,,,Dakota Biotech 6935 15th St E Suite 102  Sarasota FL 34243,abuckley@dakotabiotech.com,TC,.00,0,.00,Sarasota,United States,US,Florida,FL,34243,No,No,Yes,No,Shopify,TM SaaS,Not Deployed,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20550605,O2 Hydration,1,17158807,80662,17529268,,No,CUSTOMER-Closed Won,1/17/2024,1/16/2024 12:55 pm,6/29/2021,1/30/2024,1/30/2024,O2 Hydration 1481 Showcase Dr Columbus OH 43212,james.madeiros@drinko2.com,TC,.00,0,.00,Columbus,United States,US,Ohio,OH,43212,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20953210,Organic India,1,17158807,81591,18526183,,No,CUSTOMER-Closed Won,5/29/2024,4/30/2024 1:07 pm,6/29/2021,,,Organic India 5311 Wesuiern  STE T  Boulder CO 80301,,TC,.00,0,.00,Boulder,United States,US,Colorado,CO,80301,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
21165543,Owl Sport,1,17158807,82011,18526183,,No,CUSTOMER-Closed Won,6/17/2024,6/17/2024 3:45 pm,6/29/2021,,,Owl Sport 3835 1st Ave Unit 402 Burnaby BC V5C 3V6 Canada,samantha.jager@truecommerce.com,TC,.00,0,.00,Burnaby,Canada,CA,British Columbia,BC,V5C 3V6,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,-Not Taxable-,,
20678267,Ridgecrest Herbals,1,17158807,80866,17529268,,No,CUSTOMER-Closed Won,2/29/2024,2/14/2024 9:36 am,6/29/2021,,,Ridgecrest Herbals 3683 W 2270 S Ste A Salt Lake City UT 84120,tara@rcherbals.com,TC,.00,0,.00,Salt Lake City,United States,US,Utah,UT,84120,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20764314,Standlee,1,17158807,81134,17529268,,No,CUSTOMER-Closed Won,3/15/2024,3/14/2024 1:12 pm,6/29/2021,,,"Standlee 22349 Kimberly Road, Suite E  Kimberly ID 83341",aruddle@standlee.com,TC,.00,0,.00,Kimberly,United States,US,Idaho,ID,83341,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20619427,Telos Snowboards,1,17158807,80717,17529268,,No,CUSTOMER-Closed Won,1/26/2024,1/26/2024 10:03 am,6/29/2021,,,Telos Snowboards 7301-7411 Granite Rd Teton Village WY 83025,MJ@telossnowboards.com,TC,-21.42,0,.00,Teton Village,United States,US,Wyoming,WY,83025,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
21060446,Texas Standard,1,17158807,81805,18526183,,No,CUSTOMER-Closed Won,5/29/2024,5/23/2024 5:05 pm,6/29/2021,,,Texas Standard 4401 Guadalupe St Austin TX 78751,,TC,.00,0,.00,Austin,United States,US,Texas,TX,78751,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20525998,Zing Bars,1,17158807,80626,17529268,,No,CUSTOMER-Closed Won,1/10/2024,1/9/2024 2:26 pm,6/29/2021,,,Zing Bars 10228 Fischer Place NE Seattle WA 98125,brenda@zingbars.com,TC,.00,0,.00,Seattle,United States,US,Washington,WA,98125,No,No,Yes,No,Shopify,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,AVATAX,,
20752857,Expleo Group,34,,,,,No,CUSTOMER-Closed Won,,3/11/2024 1:12 pm,,5/20/2024,5/20/2024,,andy.vaisey@expleogroup.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,Reseller,,,
20702108,Expleo Group,34,,,,,No,CUSTOMER-Closed Won,,2/22/2024 2:22 pm,,6/18/2024,3/20/2024,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,SAP S4/HANA,OneTime 5.0,Not Deployed,,,,Reseller,,,
20740240,Exponea,34,,,,,No,LEAD-Unqualified,,3/7/2024 12:27 am,,,,Exponea United Kingdom,,TC,.00,0,.00,,United Kingdom,GB,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,,
20652088,Exquitech,34,,20652088,,,No,CUSTOMER-Closed Won,,2/6/2024 12:37 pm,,5/29/2024,5/29/2024,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,Microsoft Dynamics 365 for Operations,OneTime 5.0,Not Deployed,,,,Reseller,,,
20924715,"Extanto Technology, LLC",1,,,20054008,,No,LEAD-Qualified,,4/23/2024 6:41 pm,,6/21/2024,6/20/2024,,kms@extanto.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,,Not Deployed,Tc.net,,,End User,AVATAX,,
20741207,Extrablatt Family | CE Franchise GmbH,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:38 am,,,,Extrablatt Family | CE Franchise GmbH Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
20807295,Extraordinar Luxury Transportation,1,,,20054008,,No,LEAD-Qualified,,3/27/2024 11:15 am,,3/27/2024,3/27/2024,,tori@eltlimo.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,,Not Deployed,Tc.net,,,End User,AVATAX,,
20841141,EY,1,,,,,No,CUSTOMER-Closed Won,,4/5/2024 12:17 pm,,4/5/2024,4/5/2024,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,,,Not Deployed,,,,Reseller,AVATAX,,
20762728,Naturium,1,3536090,,309571,,No,CUSTOMER-Closed Won,,3/13/2024 6:36 pm,10/15/2015,4/1/2024,4/1/2024,Naturium 570 10th Street Oakland CA 94607,info@elfbeauty.com,TC,.00,0,.00,Oakland,United States,US,California,CA,94607,No,No,Yes,No,NetSuite,TM SaaS,Not Deployed,Tc.net,,3,End User,AVATAX,,
20895205,EyeSouth Partners,1,,,51,,No,PROSPECT-Quote,,4/19/2024 11:39 am,,4/22/2024,4/22/2024,,paul.melvin@eyesouthpartners.com,TC,.00,0,.00,,,,,,,No,Yes,Yes,No,Microsoft Dynamics 365 for Operations,TM SaaS,Not Deployed,Tc.net,,,End User,AVATAX,14324683,
20845630,Eyre and Elliston,34,,,,,No,LEAD-Nurturing,,4/8/2024 8:31 am,,,,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,,
20856733,EZ Tools and Sprayers,1,,,20635309,,No,LEAD-Qualified,,4/10/2024 4:49 pm,,4/12/2024,4/12/2024,,asanzc@gruposanz.es,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,,Not Deployed,Tc.net,,,End User,AVATAX,,
20850855,Ezpapel Inc,1,,,,,No,LEAD-Nurturing,,4/9/2024 2:05 pm,,4/12/2024,4/12/2024,,zbu@ezpapel.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,,Not Deployed,Tc.net,,,End User,AVATAX,,
20740605,F. Tacke GmbH & Co. KG,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:31 am,,,,F. Tacke GmbH & Co. KG Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
20702109,F.I.T EDV Consulting GmbH,34,,,,,No,CUSTOMER-Closed Won,,2/22/2024 2:22 pm,,,,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,SAP Business-By-Design,OneTime 5.0,Not Deployed,,,,,,,
20740859,F.W. THORPE PUBLIC LIMITED COMPANY,34,,,,,No,LEAD-Unqualified,,3/7/2024 12:34 am,,,,F.W. THORPE PUBLIC LIMITED COMPANY United Kingdom,,TC,.00,0,.00,,United Kingdom,GB,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,,
20740501,Faber-Castell Aktiengesellschaft,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:29 am,,,,Faber-Castell Aktiengesellschaft Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
20629919,Fabricsmart Manufacturing Ltd,34,,,,,No,LEAD-Qualified,,1/30/2024 10:47 am,,1/30/2024,,,edmund@fabricsmart.co.uk,TC,.00,0,.00,,,,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,,
20919301,Factorial,34,,,,,No,CUSTOMER-Closed Won,,4/23/2024 8:07 am,,,,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,Reseller,,,
20943272,"Factory Direct, LLC dba Ashley HomeStore New Mexico",47,,,15714051,,No,CUSTOMER-Closed Won,,4/26/2024 6:19 pm,,,,"Factory Direct, LLC dba Ashley HomeStore New Mexico 300 S. Avenue C Portales NM 88130",cassidy@yourashleyhomestore.com,TC,.00,0,.00,Portales,United States,US,New Mexico,NM,88130,No,No,Yes,No,,,Not Deployed,,,,End User,AVATAX,,
21181273,Factura.ai,1,,,4346638,,No,LEAD-Lead Gen PreQualified,,6/21/2024 1:46 pm,,,,,bradley@factura.ai,TC,.00,0,.00,,,,,,,No,No,Yes,No,QuickBooks Enterprise Solutions,,Not Deployed,Tc.net,,,End User,AVATAX,,
20740290,Faerch Group,18,,,,,No,LEAD-Unqualified,,3/7/2024 12:27 am,,,,Faerch Group Denmark,,TC,.00,0,.00,,Denmark,DK,,,,No,No,Yes,No,,N/A,Not Deployed,,,,End User,,,
21041325,FAF Grooming,1,,81744,,,No,CUSTOMER-Closed Won,5/20/2024,5/20/2024 8:45 am,5/21/2024,,,FAF Grooming 1150 KING GEORGES POST RD EDISON NJ 08837-3731,brandon.price@Truecommerce.com,TC,.00,0,.00,EDISON,United States,US,New Jersey,NJ,08837-3731,No,No,Yes,No,All Other Packages,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,3,End User,AVATAX,,
20740881,Fagerhults Belysning AB,18,,,,,No,LEAD-Unqualified,,3/7/2024 12:34 am,,,,Fagerhults Belysning AB Sweden,,TC,.00,0,.00,,Sweden,SE,,,,No,No,Yes,No,,N/A,Not Deployed,,,,End User,,,
20740448,Fagus-GreCon Greten GmbH & Co. KG,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:29 am,,,,Fagus-GreCon Greten GmbH & Co. KG Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
20740689,Fagus-GreCon Greten GmbH und Co KG,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:32 am,,,,Fagus-GreCon Greten GmbH und Co KG Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
21172391,Fairview Health,34,,,11275254,,No,PROSPECT-Qualified,,6/19/2024 5:55 am,,6/19/2024,6/19/2024,,sandip@fairviewhealth.co.uk,TC,.00,0,.00,,,,,,,No,No,Yes,No,Microsoft Dynamics 365 Business Central,OneTime 5.0,Not Deployed,,,,End User,,20737607,
21169332,FAIRVIEW LTD. TEST,1,,82029,,,No,CUSTOMER-Closed Won,6/18/2024,6/18/2024 1:15 pm,,,,FAIRVIEW LTD. TEST 123 Some Street Tampa Bay FL 33606,brandon.price@truecommerce.com,TC,.00,0,.00,Tampa Bay,United States,US,Florida,FL,33606,No,No,Yes,No,All Other Packages,TM SaaS,Not Deployed,Tc.net,NO CHARGE BILLING PLAN,20,End User,AVATAX,,
20730569,FAIRVIEW LTD.,1,,81032,,,No,CUSTOMER-Closed Won,3/4/2024,3/4/2024 10:27 am,3/27/2024,,,a/s Leslie Woodward FAIRVIEW LTD. 1170 Invicta Drive Suite 3 Oakville ON L6H6G1 Canada,brandon.price@truecommerce.com,TC,.00,0,.00,Oakville,Canada,CA,Ontario,ON,L6H6G1,No,No,Yes,No,All Other Packages,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,20,End User,-Not Taxable-,,
20515891,Fairwind AS,1,,80592,13620460,,No,CUSTOMER-Closed Won,1/12/2024,1/6/2024 3:27 am,,,,,,TC,.00,0,.00,,,,,,,No,No,Yes,No,Microsoft Dynamics 365 Business Central,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN - Europe,1,End User,AVATAX,,
20910384,FAIRWYNDS FOODS LIMITED,25,,81523,19633452,,No,CUSTOMER-Closed Won,4/29/2024,4/22/2024 5:56 am,,,,"FAIRWYNDS FOODS LIMITED 32 Yellow Walls Road, Co. Dublin Ireland",katie@insightmarketing.ie,TC,.00,0,.00,,Ireland,IE,,,,No,No,Yes,No,,Fusion,Not Deployed,,,,EcoSystem Partner,S-IE,,
20741371,Falch gmbh,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:40 am,,,,Falch gmbh Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
21173530,Falders INC,1,,,20054008,,No,LEAD-Qualified,,6/19/2024 11:48 am,,,,,alex@faldersinc.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,TBD,,Not Deployed,Tc.net,,,End User,AVATAX,,
20740423,Falk&Ross Group Europe,59,,,,,No,LEAD-Unqualified,,3/7/2024 12:29 am,,,,Falk&Ross Group Europe Germany,,TC,.00,0,.00,,Germany,DE,,,,No,No,Yes,No,,,Not Deployed,,,,End User,,,
20767193,Famapy,1,,,,,No,LEAD-Nurturing,,3/15/2024 9:55 am,,3/19/2024,3/19/2024,,famapy@163.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,All Other Packages,,Not Deployed,Tc.net,,,End User,AVATAX,,
20834620,FAMILIPRIX INC.,1,,,19826326,,No,CUSTOMER-Closed Won,6/1/2007,4/3/2024 10:22 pm,,,,"M. Pierre-Francois Isabel FAMILIPRIX INC. Directrice services informatiques-opérations 6000, rue Armand-Viau Québec  G2C2C5 Canada",brandon.price@truecommerce.com,TC,.00,0,.00,Québec,Canada,CA,,,G2C2C5,No,No,Yes,No,All Other Packages,TM SaaS,Not Deployed,Tc.net,,,End User,-Not Taxable-,,
20909174,FAMILLE LAMPRON ENR.,1,,81600,19826326,,No,CUSTOMER-Closed Won,1/21/2008,4/21/2024 9:25 pm,6/10/2024,,,"a/s Maryse Lampron FAMILLE LAMPRON ENR. 450, boul. de la Bonaventure Victoriaville Québec G6T2E9 Canada",brandon.price@truecommerce.com,TC,.00,0,.00,Victoriaville,Canada,CA,Québec,Québec,G6T2E9,No,No,Yes,No,All Other Packages,TM SaaS,Activated,Tc.net,NO CHARGE BILLING PLAN,1,End User,-Not Taxable-,,
20589398,Family Tree Farms,34,,,11275254,,No,PROSPECT-Closed Lost,,1/22/2024 11:09 am,,1/22/2024,,,fraserb@familytreefarms.com,TC,.00,0,.00,,,,,,,No,No,Yes,No,,OneTime 5.0,Not Deployed,,,,End User,,,
